WB_id,symbol,sequence,live_dead,type,logFC,logCPM,PValue,FDR
WBGene00008793,,F14D7.6,Live,protein_coding_gene,1.482647438,3.863340838,1.34E-14,7.89E-13
WBGene00004149,trpl-5,T16A1.7,Live,protein_coding_gene,2.269406647,1.079238586,1.54E-14,9.04E-13
WBGene00013939,,ZK218.5,Live,protein_coding_gene,2.8050794,2.194502234,1.59E-14,9.28E-13
WBGene00010018,fbxa-69,F54B8.3,Live,protein_coding_gene,-0.936159642,4.454616598,2.56E-14,1.49E-12
WBGene00020869,,T28A11.2,Live,protein_coding_gene,1.193452092,3.462618299,2.73E-14,1.59E-12
WBGene00017364,clec-7,F10G2.3,Live,protein_coding_gene,1.077282579,4.490944398,3.00E-14,1.73E-12
WBGene00018522,,F46H5.7,Live,protein_coding_gene,-0.736788483,6.65700039,3.07E-14,1.76E-12
WBGene00001768,gst-20,Y48E1B.10,Live,protein_coding_gene,-1.359599695,5.712634276,3.94E-14,2.26E-12
WBGene00015044,cyp-34A9,B0213.15,Live,protein_coding_gene,-2.018838593,3.69248509,3.95E-14,2.26E-12
WBGene00017166,aldo-2,F01F1.12,Live,protein_coding_gene,-0.748784231,10.45569529,4.43E-14,2.52E-12
WBGene00015509,,C06A6.4,Live,protein_coding_gene,0.726919341,5.531975031,4.79E-14,2.71E-12
WBGene00016419,tyr-4,C34G6.2,Live,protein_coding_gene,-0.942185323,5.578043949,6.01E-14,3.39E-12
WBGene00022194,,Y71H2B.4,Live,protein_coding_gene,-0.964339384,4.909606108,7.21E-14,4.05E-12
WBGene00044527,,Y39H10B.2,Live,protein_coding_gene,-1.183598846,2.770989691,7.27E-14,4.07E-12
WBGene00011540,,T06E6.10,Live,protein_coding_gene,0.99358431,3.297779962,7.66E-14,4.27E-12
WBGene00002269,lec-6,Y55B1AR.1,Live,protein_coding_gene,-0.89303888,7.335783561,8.07E-14,4.48E-12
WBGene00001789,gst-41,R13D7.7,Live,protein_coding_gene,-1.627177141,2.855937307,8.27E-14,4.57E-12
WBGene00008032,,C39E9.8,Live,protein_coding_gene,-1.010202388,5.536151518,8.57E-14,4.72E-12
WBGene00271812,,F58F12.12,Live,protein_coding_gene,1.315416058,3.772612255,8.72E-14,4.78E-12
WBGene00001685,gpd-3,K10B3.7,Live,protein_coding_gene,-0.629837598,10.06345447,9.04E-14,4.94E-12
WBGene00019738,clec-265,M02F4.7,Live,protein_coding_gene,1.08156328,4.548726718,9.17E-14,4.99E-12
WBGene00015026,,B0207.1,Live,protein_coding_gene,2.217806098,0.899740088,9.75E-14,5.29E-12
WBGene00012103,clec-12,T27F6.2,Live,protein_coding_gene,1.452635918,2.789094568,1.09E-13,5.87E-12
WBGene00022252,,Y73B6BL.31,Live,protein_coding_gene,-1.012333877,4.343064148,1.16E-13,6.22E-12
WBGene00001079,dpy-20,T22B3.1,Live,protein_coding_gene,2.764096718,3.080376791,1.36E-13,7.31E-12
WBGene00016266,idhg-2,C30F12.7,Live,protein_coding_gene,-0.71827874,5.875081918,1.40E-13,7.47E-12
WBGene00000993,dhs-30,T25G12.7,Live,protein_coding_gene,-0.862635049,5.224914149,1.52E-13,8.07E-12
WBGene00001777,gst-29,Y53F4B.32,Live,protein_coding_gene,-2.23214049,1.087281205,1.52E-13,8.07E-12
WBGene00008358,nspc-18,D1025.7,Live,protein_coding_gene,1.130054105,3.990931576,1.77E-13,9.38E-12
WBGene00009796,,F46G10.1,Live,protein_coding_gene,-0.904263488,4.530792473,2.00E-13,1.05E-11
WBGene00000040,aco-1,ZK455.1,Live,protein_coding_gene,0.935535291,9.493871297,2.18E-13,1.14E-11
WBGene00009626,,F42A8.1,Live,protein_coding_gene,-1.157317309,5.493655361,2.67E-13,1.39E-11
WBGene00019495,sdz-24,K07E8.3,Live,protein_coding_gene,-1.305236903,6.546446535,2.72E-13,1.42E-11
WBGene00012491,,Y20C6A.1,Live,protein_coding_gene,-0.933587655,4.341986824,3.28E-13,1.70E-11
WBGene00015600,fbxa-165,C08E3.8,Live,protein_coding_gene,-5.407451082,-0.565121391,3.54E-13,1.83E-11
WBGene00012456,,Y17D7C.2,Live,protein_coding_gene,1.723781851,1.740952735,3.77E-13,1.94E-11
WBGene00018195,btb-16,F39E9.2,Live,protein_coding_gene,-1.274999109,3.97792108,3.82E-13,1.96E-11
WBGene00013937,,ZK218.3,Live,protein_coding_gene,3.578093236,0.050058656,4.15E-13,2.12E-11
WBGene00017881,asp-13,F28A12.4,Live,protein_coding_gene,-1.312352203,7.705925203,4.23E-13,2.15E-11
WBGene00016027,,C23H5.8,Live,protein_coding_gene,-1.335987565,4.905397305,4.36E-13,2.22E-11
WBGene00008647,,F10C2.7,Live,protein_coding_gene,2.378125976,2.810197847,4.78E-13,2.42E-11
WBGene00008490,,F01D4.8,Live,protein_coding_gene,1.243525415,5.341795506,5.19E-13,2.62E-11
WBGene00000176,aqp-8,K02G10.7,Live,protein_coding_gene,1.151328701,4.784201803,5.72E-13,2.87E-11
WBGene00010593,gsnl-1,K06A4.3,Live,protein_coding_gene,-0.880667417,5.352177469,6.88E-13,3.44E-11
WBGene00010471,cdr-6,K01D12.12,Live,protein_coding_gene,-0.80895792,5.113594934,7.67E-13,3.83E-11
WBGene00011803,,T16G12.1,Live,protein_coding_gene,1.495948404,5.519932312,8.74E-13,4.33E-11
WBGene00235332,,K04A8.20,Live,protein_coding_gene,-2.765401176,-0.231903504,8.73E-13,4.33E-11
WBGene00003602,nhr-3,H01A20.1,Live,protein_coding_gene,-0.804700501,5.991138334,9.33E-13,4.61E-11
WBGene00044481,,ZK185.5,Live,protein_coding_gene,-1.465742544,1.710964071,9.82E-13,4.83E-11
WBGene00020016,lipl-3,R11G11.14,Live,protein_coding_gene,0.918832452,5.947830573,9.99E-13,4.90E-11
WBGene00019327,zip-2,K02F3.4,Live,protein_coding_gene,-0.940963878,9.58798553,1.04E-12,5.10E-11
WBGene00002088,ins-5,ZK84.3,Live,protein_coding_gene,-2.23662787,2.163648691,1.12E-12,5.47E-11
WBGene00001386,far-2,F02A9.3,Live,protein_coding_gene,0.80019346,6.904311055,1.22E-12,5.91E-11
WBGene00017483,lgc-22,F15E6.2,Live,protein_coding_gene,-1.17217275,6.10567382,1.36E-12,6.58E-11
WBGene00019421,,K05F6.10,Live,protein_coding_gene,1.243280897,3.88018937,1.39E-12,6.72E-11
WBGene00011286,ttr-29,R90.4,Live,protein_coding_gene,-1.411208234,3.204695116,1.42E-12,6.81E-11
WBGene00008352,fbxa-6,cTel54X.1,Live,protein_coding_gene,-1.041148766,4.353145879,1.80E-12,8.64E-11
WBGene00007890,,C33A12.19,Live,protein_coding_gene,-1.273046261,2.810837457,1.86E-12,8.85E-11
WBGene00017032,,D1044.7,Live,protein_coding_gene,-1.399500732,2.769413768,1.86E-12,8.85E-11
WBGene00017660,,F21C10.11,Live,protein_coding_gene,-5.154270134,-0.061308201,2.14E-12,1.01E-10
WBGene00005108,srd-30,F07C4.5,Live,protein_coding_gene,-3.157298844,-0.096498117,2.44E-12,1.15E-10
WBGene00012428,,Y11D7A.3,Live,protein_coding_gene,1.198583512,3.436381115,2.72E-12,1.28E-10
WBGene00015220,,B0507.3,Live,protein_coding_gene,0.947230453,3.755516957,2.77E-12,1.30E-10
WBGene00003965,pdk-1,H42K12.1,Live,protein_coding_gene,-0.798634025,4.821701346,2.94E-12,1.37E-10
WBGene00015609,math-4,C08F1.5,Live,protein_coding_gene,0.925103009,4.672511797,2.98E-12,1.39E-10
WBGene00013078,ttr-25,Y51A2D.10,Live,protein_coding_gene,-1.468651136,3.79877703,3.30E-12,1.53E-10
WBGene00015593,,C08E3.1,Live,protein_coding_gene,1.342252397,3.273861535,3.44E-12,1.59E-10
WBGene00009677,,F44A6.5,Live,protein_coding_gene,-1.256187471,5.201024296,3.73E-12,1.72E-10
WBGene00012822,,Y43F8B.12,Live,protein_coding_gene,1.439659373,1.179859605,3.73E-12,1.72E-10
WBGene00000733,col-160,F57B1.4,Live,protein_coding_gene,-1.475960784,7.227788638,3.87E-12,1.78E-10
WBGene00236809,,ZK993.5,Live,protein_coding_gene,-1.919382964,1.327468155,3.91E-12,1.79E-10
WBGene00022642,lipl-5,ZK6.7,Live,protein_coding_gene,0.853686813,8.402461645,3.99E-12,1.82E-10
WBGene00012381,,Y2H9A.4,Live,protein_coding_gene,-1.018782919,3.979079282,5.02E-12,2.28E-10
WBGene00022474,zig-9,Y119C1B.9,Live,protein_coding_gene,-0.972644036,4.878060914,5.28E-12,2.39E-10
WBGene00004987,spp-2,T08A9.12,Live,protein_coding_gene,-1.151120416,5.231142503,5.59E-12,2.53E-10
WBGene00019472,cyp-35B1,K07C6.4,Live,protein_coding_gene,-3.434952341,1.459363903,7.89E-12,3.55E-10
WBGene00007393,fbxa-157,C06H5.2,Live,protein_coding_gene,1.360324759,3.027724997,8.25E-12,3.70E-10
WBGene00010296,dgat-2,F59A1.10,Live,protein_coding_gene,-1.077450443,3.373859462,9.52E-12,4.26E-10
WBGene00015605,,C08E3.13,Live,protein_coding_gene,1.187902627,5.601405988,9.68E-12,4.32E-10
WBGene00019890,,R05F9.6,Live,protein_coding_gene,-0.863552292,7.69767176,9.89E-12,4.40E-10
WBGene00022178,cest-25,Y71H2AM.13,Live,protein_coding_gene,-0.908832659,4.686124897,9.93E-12,4.40E-10
WBGene00001684,gpd-2,K10B3.8,Live,protein_coding_gene,-0.576375113,9.587293879,1.01E-11,4.46E-10
WBGene00011124,sdz-27,R07H5.4,Live,protein_coding_gene,-1.927090938,0.989174046,1.11E-11,4.88E-10
WBGene00021743,,Y50D4B.4,Live,protein_coding_gene,1.208003198,2.747110666,1.11E-11,4.88E-10
WBGene00008357,nspc-16,D1025.6,Live,protein_coding_gene,1.023810144,3.977872177,1.15E-11,5.06E-10
WBGene00003528,nas-9,C37H5.9,Live,protein_coding_gene,-1.063243271,4.648744943,1.19E-11,5.19E-10
WBGene00008477,clec-17,E03H4.10,Live,protein_coding_gene,-1.050629293,5.463155878,1.39E-11,6.07E-10
WBGene00001763,gst-15,F37B1.4,Live,protein_coding_gene,-1.307557147,3.10777922,1.45E-11,6.28E-10
WBGene00015701,,C11D2.3,Live,protein_coding_gene,1.712439984,1.346700487,1.57E-11,6.78E-10
WBGene00017434,,F13H8.1,Live,protein_coding_gene,0.841345311,4.488482976,1.63E-11,7.01E-10
WBGene00008794,,F14D7.7,Live,protein_coding_gene,2.429496401,1.629870316,1.79E-11,7.70E-10
WBGene00009635,,F42F12.3,Live,protein_coding_gene,-0.803083953,3.980326437,1.95E-11,8.37E-10
WBGene00008897,,F16H6.7,Live,protein_coding_gene,-2.685377616,0.436635496,2.15E-11,9.19E-10
WBGene00011571,ttr-46,T07C12.7,Live,protein_coding_gene,-0.665127879,6.69776352,2.18E-11,9.30E-10
WBGene00012070,,T26H5.8,Live,protein_coding_gene,-1.454398469,2.437394153,2.36E-11,1.00E-09
WBGene00001530,gcy-3,R134.1,Live,protein_coding_gene,-2.085332123,1.726152516,2.52E-11,1.07E-09
WBGene00014761,,F46A8.11,Live,protein_coding_gene,1.591114043,1.625640415,2.60E-11,1.10E-09
WBGene00018250,,F40H3.2,Live,protein_coding_gene,-0.947832557,3.356416465,2.71E-11,1.14E-09
WBGene00014175,,ZK971.1,Live,protein_coding_gene,1.071095556,3.449926083,3.43E-11,1.44E-09
WBGene00009803,,F47B8.2,Live,protein_coding_gene,-0.72515026,6.140442233,3.54E-11,1.48E-09
WBGene00000217,asp-4,R12H7.2,Live,protein_coding_gene,-0.631441574,7.795752643,3.63E-11,1.52E-09
WBGene00014666,,C05D12.3,Live,protein_coding_gene,0.920544898,6.070982941,3.76E-11,1.57E-09
WBGene00001542,gcy-17,W03F11.2,Live,protein_coding_gene,-1.513345879,2.289911539,3.88E-11,1.61E-09
WBGene00011158,chil-16,R09D1.2,Live,protein_coding_gene,-1.71710971,2.230510216,3.99E-11,1.65E-09
WBGene00014251,gstk-1,ZK1320.1,Live,protein_coding_gene,-1.04608101,4.414303063,4.00E-11,1.65E-09
WBGene00007950,,C35A5.6,Live,protein_coding_gene,-0.846726607,3.451153796,4.64E-11,1.91E-09
WBGene00013439,,Y66D12A.13,Live,protein_coding_gene,-0.928552997,3.934516577,5.39E-11,2.21E-09
WBGene00018280,,F41C6.7,Live,protein_coding_gene,-1.394362172,2.461838344,5.39E-11,2.21E-09
WBGene00009226,cyp-37B1,F28G4.1,Live,protein_coding_gene,-1.634855162,4.630364515,5.76E-11,2.34E-09
WBGene00022130,,Y71F9B.9,Live,protein_coding_gene,0.730144089,5.030496929,5.75E-11,2.34E-09
WBGene00008679,,F11A5.13,Live,protein_coding_gene,-2.517876605,1.042557526,6.01E-11,2.44E-09
WBGene00007455,ugt-22,C08F11.8,Live,protein_coding_gene,1.305693141,5.152047214,6.04E-11,2.45E-09
WBGene00009215,thn-2,F28D1.5,Live,protein_coding_gene,2.278487008,1.814156662,6.09E-11,2.46E-09
WBGene00007055,tag-196,F41E6.6,Live,protein_coding_gene,0.589596588,6.616459475,6.17E-11,2.48E-09
WBGene00020156,,T02B11.4,Live,protein_coding_gene,0.785563927,6.99122177,6.71E-11,2.69E-09
WBGene00077769,,F33E2.10,Live,protein_coding_gene,-1.602000786,1.10025474,7.05E-11,2.82E-09
WBGene00013169,,Y53F4B.23,Live,protein_coding_gene,-1.850224004,1.58306735,7.83E-11,3.12E-09
WBGene00000799,crn-6,K04H4.6,Live,protein_coding_gene,1.412438457,3.919311643,8.27E-11,3.29E-09
WBGene00015933,,C17H12.8,Live,protein_coding_gene,-1.413424425,4.378547165,9.43E-11,3.74E-09
WBGene00007024,plin-1,W01A8.1,Live,protein_coding_gene,-0.766562007,7.278043413,1.06E-10,4.21E-09
WBGene00003620,nhr-21,F21D12.1,Live,protein_coding_gene,0.878774542,7.118650231,1.26E-10,4.95E-09
WBGene00014006,,ZK596.1,Live,protein_coding_gene,-0.884319187,6.107851346,1.26E-10,4.96E-09
WBGene00007392,fbxa-156,C06H5.1,Live,protein_coding_gene,1.307251617,3.384456433,1.31E-10,5.13E-09
WBGene00018400,,F43H9.4,Live,protein_coding_gene,-1.244081005,3.046969267,1.39E-10,5.45E-09
WBGene00019477,cest-17,K07C11.4,Live,protein_coding_gene,-0.598173745,5.438474105,1.41E-10,5.50E-09
WBGene00011161,chil-18,R09D1.5,Live,protein_coding_gene,1.510670908,1.491010372,1.41E-10,5.51E-09
WBGene00010723,cpg-7,K09E4.6,Live,protein_coding_gene,1.075199081,4.997105358,1.42E-10,5.51E-09
WBGene00020592,ugt-12,T19H12.9,Live,protein_coding_gene,-1.057393107,5.54225883,1.43E-10,5.54E-09
WBGene00009586,,F40F9.10,Live,protein_coding_gene,-0.904255176,4.245112987,1.57E-10,6.04E-09
WBGene00017823,pals-34,F26D11.6,Live,protein_coding_gene,-1.979474411,0.778279516,1.57E-10,6.04E-09
WBGene00009578,,F40F8.5,Live,protein_coding_gene,-0.616734753,6.853191253,1.62E-10,6.21E-09
WBGene00008234,,C50F4.9,Live,protein_coding_gene,1.560686497,1.611201296,1.92E-10,7.34E-09
WBGene00005758,srw-11,M01B2.11,Live,protein_coding_gene,1.092327061,2.334938777,1.92E-10,7.35E-09
WBGene00022076,daao-1,Y69A2AR.5,Live,protein_coding_gene,1.03667401,3.579926158,2.21E-10,8.43E-09
WBGene00006404,tag-10,C31C9.1,Live,protein_coding_gene,0.997205198,7.350391209,2.34E-10,8.88E-09
WBGene00019262,dmsr-12,H34P18.1,Live,protein_coding_gene,1.663823904,1.211503223,2.45E-10,9.30E-09
WBGene00000732,col-159,F57B1.3,Live,protein_coding_gene,-1.483737274,4.661775134,2.59E-10,9.78E-09
WBGene00009628,tatn-1,F42D1.2,Live,protein_coding_gene,-1.112779616,7.170134704,3.03E-10,1.14E-08
WBGene00008495,,F01D5.5,Live,protein_coding_gene,-0.853838424,4.772078568,3.19E-10,1.20E-08
WBGene00194717,,ZC239.22,Live,protein_coding_gene,1.951453008,0.532924771,3.34E-10,1.25E-08
WBGene00001752,gst-4,K08F4.7,Live,protein_coding_gene,-1.157373422,4.930877625,3.49E-10,1.30E-08
WBGene00020426,,T10H10.2,Live,protein_coding_gene,0.767055603,5.094381057,3.56E-10,1.33E-08
WBGene00008597,clec-55,F08H9.9,Live,protein_coding_gene,-1.755162395,1.399520865,3.66E-10,1.36E-08
WBGene00021070,cpr-8,W07B8.1,Live,protein_coding_gene,1.229317432,4.250175763,3.88E-10,1.44E-08
WBGene00015455,,C04G6.5,Live,protein_coding_gene,1.935234537,1.806396585,3.97E-10,1.47E-08
WBGene00000833,cts-1,T20G5.2,Live,protein_coding_gene,0.617218406,11.52478402,3.98E-10,1.47E-08
WBGene00007301,,C04F12.7,Live,protein_coding_gene,1.871080359,0.622968985,4.22E-10,1.55E-08
WBGene00012826,dyf-19,Y43F8C.4,Live,protein_coding_gene,-1.126687294,2.647971363,4.27E-10,1.57E-08
WBGene00008000,slc-17.2,C38C10.2,Live,protein_coding_gene,-0.689013783,6.050787286,4.46E-10,1.64E-08
WBGene00008425,,D2045.8,Live,protein_coding_gene,1.125066925,2.653006837,4.51E-10,1.65E-08
WBGene00050934,,T19C9.10,Live,protein_coding_gene,3.485691379,0.552742269,4.61E-10,1.68E-08
WBGene00001541,gcy-15,ZC239.7,Live,protein_coding_gene,0.721963481,5.952318537,4.67E-10,1.70E-08
WBGene00018885,drd-5,F55E10.6,Live,protein_coding_gene,-1.107285797,3.173699355,4.68E-10,1.70E-08
WBGene00014030,glb-1,ZK637.13,Live,protein_coding_gene,-1.350074325,3.183699464,4.77E-10,1.72E-08
WBGene00011105,,R07E3.4,Live,protein_coding_gene,-0.946877698,3.809053821,5.27E-10,1.90E-08
WBGene00020812,acdh-7,T25G12.5,Live,protein_coding_gene,-0.714773058,6.119766523,5.31E-10,1.91E-08
WBGene00015433,,C04E12.2,Live,protein_coding_gene,-0.861990271,3.858618655,5.43E-10,1.95E-08
WBGene00015362,fbxa-105,C02H6.2,Live,protein_coding_gene,-1.32514822,3.418184634,5.53E-10,1.98E-08
WBGene00010628,ceeh-2,K07C5.5,Live,protein_coding_gene,-0.938669115,3.341871062,5.63E-10,2.01E-08
WBGene00006163,str-112,F10D2.4,Live,protein_coding_gene,1.407641582,2.529348863,5.76E-10,2.05E-08
WBGene00008986,,F20G2.2,Live,protein_coding_gene,-0.883532116,3.910578017,6.24E-10,2.22E-08
WBGene00019214,,H20E11.2,Live,protein_coding_gene,2.418480918,0.35385407,6.59E-10,2.34E-08
WBGene00015599,fbxa-164,C08E3.7,Live,protein_coding_gene,-3.528648397,-0.525546891,6.99E-10,2.47E-08
WBGene00016848,klo-1,C50F7.10,Live,protein_coding_gene,-0.781315123,4.871057066,7.09E-10,2.50E-08
WBGene00013637,,Y105C5A.13,Live,protein_coding_gene,-1.272468781,3.485144533,7.14E-10,2.51E-08
WBGene00007513,wht-2,C10C6.5,Live,protein_coding_gene,-0.845276507,3.860135054,7.17E-10,2.52E-08
WBGene00012201,,W02B12.1,Live,protein_coding_gene,1.19303616,3.169362398,7.59E-10,2.65E-08
WBGene00022254,nlp-71,Y73B6BL.35,Live,protein_coding_gene,0.85054154,4.660457959,7.59E-10,2.65E-08
WBGene00219423,,C23H5.15,Live,protein_coding_gene,2.017427666,1.265585859,8.24E-10,2.87E-08
WBGene00008359,nspc-17,D1025.8,Live,protein_coding_gene,0.779847732,3.745032421,8.52E-10,2.96E-08
WBGene00010001,,F53F8.4,Live,protein_coding_gene,-0.768462977,6.697708476,9.38E-10,3.25E-08
WBGene00019332,,K02F3.9,Live,protein_coding_gene,-0.656658031,4.425429237,9.37E-10,3.25E-08
WBGene00007237,,C01G10.10,Live,protein_coding_gene,0.809955282,3.47222409,9.69E-10,3.34E-08
WBGene00003571,ncx-6,C07A9.4,Live,protein_coding_gene,1.402049391,2.386592634,9.78E-10,3.37E-08
WBGene00000616,col-39,C09G5.4,Live,protein_coding_gene,-1.469005285,6.164770626,1.03E-09,3.53E-08
WBGene00011006,ugt-47,R04B5.9,Live,protein_coding_gene,1.200786465,4.027594091,1.08E-09,3.68E-08
WBGene00008834,,F14H8.4,Live,protein_coding_gene,-1.329191604,2.077511271,1.14E-09,3.88E-08
WBGene00004157,pqn-75,W03D2.1,Live,protein_coding_gene,-1.025631682,6.739829667,1.28E-09,4.37E-08
WBGene00008607,,F09B12.3,Live,protein_coding_gene,0.753972835,8.316022275,1.31E-09,4.46E-08
WBGene00015322,,C02B8.3,Live,protein_coding_gene,0.65524361,4.473857423,1.38E-09,4.69E-08
WBGene00009729,,F45E10.2,Live,protein_coding_gene,0.952177004,3.663876335,1.48E-09,5.02E-08
WBGene00000971,dhs-7,E04F6.7,Live,protein_coding_gene,-1.120848935,2.634917188,1.55E-09,5.25E-08
WBGene00012531,,Y32F6B.1,Live,protein_coding_gene,-0.74403286,6.550710521,1.61E-09,5.42E-08
WBGene00002891,let-767,C56G2.6,Live,protein_coding_gene,-0.66104589,8.707821413,1.75E-09,5.88E-08
WBGene00014826,,R13H4.2,Live,protein_coding_gene,-0.780324946,5.863126229,1.76E-09,5.90E-08
WBGene00000081,ads-1,Y50D7A.7,Live,protein_coding_gene,0.559755395,7.990074092,1.81E-09,6.05E-08
WBGene00020366,acdh-10,T08G2.3,Live,protein_coding_gene,-0.602290664,6.923448191,1.81E-09,6.05E-08
WBGene00020141,lmd-5,T01C4.1,Live,protein_coding_gene,-0.918730727,5.212718634,1.87E-09,6.22E-08
WBGene00002268,lec-5,ZK1248.16,Live,protein_coding_gene,-0.775643099,6.717026864,1.88E-09,6.23E-08
WBGene00010749,,K10D11.5,Live,protein_coding_gene,1.272146212,3.443798957,1.91E-09,6.34E-08
WBGene00018051,che-10,F35D11.11,Live,protein_coding_gene,-0.572755337,7.593569985,1.98E-09,6.56E-08
WBGene00001402,fbf-2,F21H12.5,Live,protein_coding_gene,1.1874511,3.340437445,2.11E-09,6.98E-08
WBGene00020128,,R193.2,Live,protein_coding_gene,1.250214902,7.184707887,2.13E-09,7.00E-08
WBGene00004996,spp-11,T25D10.3,Live,protein_coding_gene,-3.470338936,2.605903482,2.15E-09,7.04E-08
WBGene00019203,ttr-47,H14N18.3,Live,protein_coding_gene,-0.845842186,4.60281175,2.15E-09,7.04E-08
WBGene00011480,enpl-1,T05E11.3,Live,protein_coding_gene,-0.602319644,9.28844385,2.20E-09,7.19E-08
WBGene00016716,acs-17,C46F4.2,Live,protein_coding_gene,-0.693626106,7.237469402,2.31E-09,7.53E-08
WBGene00011767,agxt-1,T14D7.1,Live,protein_coding_gene,0.607101281,5.763692223,2.40E-09,7.80E-08
WBGene00003162,mdh-2,F20H11.3,Live,protein_coding_gene,0.59417274,10.41297363,2.44E-09,7.89E-08
WBGene00003943,pbo-4,K09C8.1,Live,protein_coding_gene,-0.914439295,4.645363124,2.44E-09,7.89E-08
WBGene00016048,,C24B9.3,Live,protein_coding_gene,-0.871199185,6.601207486,2.43E-09,7.89E-08
WBGene00020439,,T12A2.5,Live,protein_coding_gene,2.700098943,-0.632862633,2.64E-09,8.53E-08
WBGene00045013,,F08A7.1,Live,protein_coding_gene,0.795663347,4.440691948,2.65E-09,8.54E-08
WBGene00003214,mel-32,C05D11.11,Live,protein_coding_gene,-0.608722288,8.12109321,2.68E-09,8.61E-08
WBGene00012545,,Y37D8A.3,Live,protein_coding_gene,2.831311076,0.466907069,2.72E-09,8.72E-08
WBGene00012407,,Y7A5A.1,Live,protein_coding_gene,-0.604889651,5.582759022,2.94E-09,9.38E-08
WBGene00007058,dmd-6,F13G11.1,Live,protein_coding_gene,-0.641591835,7.17781663,3.10E-09,9.89E-08
WBGene00001726,grl-17,C56A3.1,Live,protein_coding_gene,1.628956639,0.824472815,3.27E-09,1.04E-07
WBGene00004810,skr-4,Y60A3A.18,Live,protein_coding_gene,-0.964937358,3.578061939,3.33E-09,1.06E-07
WBGene00013964,nlp-73,ZK287.3,Live,protein_coding_gene,0.736555635,4.013371963,3.41E-09,1.08E-07
WBGene00018393,msra-1,F43E2.5,Live,protein_coding_gene,-1.034954546,6.146818791,3.51E-09,1.11E-07
WBGene00016064,acd-1,C24G7.2,Live,protein_coding_gene,1.651558934,1.315910352,3.93E-09,1.24E-07
WBGene00020738,,T23F2.5,Live,protein_coding_gene,-0.877463306,4.163176642,3.95E-09,1.24E-07
WBGene00007405,,C07A9.9,Live,protein_coding_gene,-1.365706353,5.673350075,4.06E-09,1.27E-07
WBGene00008127,ddo-1,C47A10.5,Live,protein_coding_gene,1.046153091,3.102551786,4.18E-09,1.31E-07
WBGene00011453,ugt-56,T04H1.8,Live,protein_coding_gene,-1.296107154,3.058357627,4.21E-09,1.32E-07
WBGene00016628,slc-36.5,C44B7.6,Live,protein_coding_gene,-0.718212547,5.422538929,4.39E-09,1.37E-07
WBGene00000830,ctl-1,Y54G11A.6,Live,protein_coding_gene,-0.798901162,6.077568473,4.49E-09,1.40E-07
WBGene00020788,nep-22,T25B6.2,Live,protein_coding_gene,0.81556242,7.770128193,4.55E-09,1.41E-07
WBGene00017189,,F07B7.8,Live,protein_coding_gene,-4.576093637,-0.732925208,4.75E-09,1.47E-07
WBGene00021494,,Y40B10B.1,Live,protein_coding_gene,1.406038434,1.394002939,4.74E-09,1.47E-07
WBGene00019977,fpn-1.2,R09B5.4,Live,protein_coding_gene,1.23003731,3.717842606,4.81E-09,1.48E-07
WBGene00001395,fat-3,W08D2.4,Live,protein_coding_gene,0.584900727,9.59076809,4.89E-09,1.50E-07
WBGene00010128,,F55G11.8,Live,protein_coding_gene,-2.14762666,2.006191331,4.99E-09,1.53E-07
