WB_id,symbol,sequence,live_dead,type,logFC,logCPM,PValue,FDR
WBGene00016617,,C43H6.4,Live,protein_coding_gene,0.137659778,4.268166716,0.291563732,0.622538701
WBGene00010998,,R03G8.3,Live,protein_coding_gene,-0.222596787,2.3258152,0.291774651,0.622713708
WBGene00016508,,C37H5.5,Live,protein_coding_gene,0.125293393,5.865816406,0.291791069,0.622713708
WBGene00219373,,F01E11.18,Live,protein_coding_gene,0.176338556,3.548947208,0.291731775,0.622713708
WBGene00014013,,ZK632.4,Live,protein_coding_gene,-0.111479328,6.891722069,0.291975841,0.623015196
WBGene00016598,,C42D4.13,Live,protein_coding_gene,-0.604002884,0.573470961,0.292165042,0.623233204
WBGene00044469,clec-173,T26C12.6,Live,protein_coding_gene,-0.200745877,2.978831621,0.292128185,0.623233204
WBGene00018641,,F49E10.4,Live,protein_coding_gene,0.190291609,2.515547491,0.292225713,0.623269792
WBGene00005246,srh-21,C02E7.2,Live,protein_coding_gene,0.267777033,1.864347624,0.292315105,0.623367619
WBGene00003385,moc-2,W01A11.6,Live,protein_coding_gene,0.14381522,3.267922515,0.292521101,0.623471976
WBGene00009992,,F53F4.10,Live,protein_coding_gene,0.095428427,7.548665203,0.292546151,0.623471976
WBGene00010449,,K01A11.1,Live,protein_coding_gene,-0.161719151,3.739379423,0.292581703,0.623471976
WBGene00013015,,Y48E1C.2,Live,protein_coding_gene,-0.148781675,2.937645724,0.292515574,0.623471976
WBGene00021987,fbxa-40,Y59E1A.1,Live,protein_coding_gene,0.258903733,1.438484227,0.292428948,0.623471976
WBGene00014118,,ZK858.5,Live,protein_coding_gene,0.149429983,3.636475204,0.292865826,0.623984583
WBGene00010941,gss-1,M176.2,Live,protein_coding_gene,-0.110092891,5.603374219,0.293188087,0.624039183
WBGene00011678,,T10B9.9,Live,protein_coding_gene,0.182368652,2.335917845,0.292991607,0.624039183
WBGene00011679,ucr-2.2,T10B10.2,Live,protein_coding_gene,0.103722231,6.603283764,0.293181184,0.624039183
WBGene00011745,sre-4,T13F2.5,Live,protein_coding_gene,0.282528452,1.023647917,0.29324003,0.624039183
WBGene00013606,cand-1,Y102A5A.1,Live,protein_coding_gene,-0.107973904,6.902479192,0.293151256,0.624039183
WBGene00013967,,ZK287.7,Live,protein_coding_gene,-0.175851378,2.999584254,0.293202861,0.624039183
WBGene00021434,,Y39A3A.3,Live,protein_coding_gene,-0.421875505,0.703114704,0.293084417,0.624039183
WBGene00164985,,ZK1010.10,Live,protein_coding_gene,-0.400633983,0.602571504,0.29304732,0.624039183
WBGene00007101,,B0024.11,Live,protein_coding_gene,0.105528588,5.385206243,0.293296773,0.624067209
WBGene00015582,,C07H6.9,Live,protein_coding_gene,0.389647933,0.073308153,0.293388042,0.624168678
WBGene00007996,,C38C6.3,Live,protein_coding_gene,-1.434543863,3.202720224,0.293463295,0.624236049
WBGene00011641,,T09A5.15,Live,protein_coding_gene,0.143151975,3.464170897,0.29361542,0.624466891
WBGene00010731,,K10C3.4,Live,protein_coding_gene,0.091093423,7.926813481,0.29375308,0.624481463
WBGene00010744,,K10D6.4,Live,protein_coding_gene,0.102158374,5.27363857,0.293738888,0.624481463
WBGene00016571,,C41H7.1,Live,protein_coding_gene,-0.290721088,1.024167898,0.293685619,0.624481463
WBGene00015427,,C04E6.13,Live,protein_coding_gene,0.196534294,2.217316167,0.293811262,0.62451245
WBGene00004143,pqn-59,R119.4,Live,protein_coding_gene,-0.08930419,9.224674999,0.294075821,0.624512795
WBGene00005849,srw-102,ZK697.12,Live,protein_coding_gene,-0.5313342,0.410154163,0.293955428,0.624512795
WBGene00010193,btb-20,F57C2.1,Live,protein_coding_gene,0.296716344,1.426620972,0.294101918,0.624512795
WBGene00011097,nhr-206,R07B7.13,Live,protein_coding_gene,0.134233654,4.19588921,0.293968394,0.624512795
WBGene00012420,,Y7A9D.1,Live,protein_coding_gene,0.234405792,2.155541159,0.294160265,0.624512795
WBGene00012484,car-1,Y18D10A.17,Live,protein_coding_gene,-0.098188248,7.168847695,0.294002989,0.624512795
WBGene00021541,,Y42H9B.3,Live,protein_coding_gene,-0.206708536,2.106981537,0.294149582,0.624512795
WBGene00195164,,K12B6.11,Live,protein_coding_gene,-0.263766016,0.992681497,0.294077284,0.624512795
WBGene00004777,ser-2,C02D4.2,Live,protein_coding_gene,0.14371063,3.694997309,0.294218312,0.62454345
WBGene00006913,vha-4,T01H3.1,Live,protein_coding_gene,-0.094706402,8.213623761,0.294329664,0.624635353
WBGene00009357,,F33C8.2,Live,protein_coding_gene,0.263702244,1.231095068,0.294348834,0.624635353
WBGene00001076,dpy-17,F54D8.1,Live,protein_coding_gene,-0.734335839,3.608658369,0.294528355,0.624722501
WBGene00003711,nhr-121,E02H9.8,Live,protein_coding_gene,-0.207687256,2.593971502,0.294546693,0.624722501
WBGene00009495,hrg-6,F36H1.10,Live,protein_coding_gene,-0.2414709,1.215937003,0.29456438,0.624722501
WBGene00022348,,Y82E9BR.16,Live,protein_coding_gene,0.10639308,5.363784757,0.294499703,0.624722501
WBGene00012182,osta-3,W01D2.5,Live,protein_coding_gene,-0.104223861,4.966719857,0.294652417,0.624816688
WBGene00006698,uaf-2,Y116A8C.35,Live,protein_coding_gene,0.118287535,5.525743989,0.294775648,0.624894235
WBGene00018384,,F43C11.7,Live,protein_coding_gene,-0.14287625,4.081027043,0.29477625,0.624894235
WBGene00008766,,F13G3.6,Live,protein_coding_gene,0.111366563,4.556130775,0.294857454,0.624973872
WBGene00019864,ceh-93,R04A9.5,Live,protein_coding_gene,0.174193484,3.316722945,0.294945521,0.62506803
WBGene00007643,3-Mar,C17E4.3,Live,protein_coding_gene,-0.361345396,0.817427547,0.295017147,0.625127324
WBGene00016355,lact-5,C33F10.7,Live,protein_coding_gene,-0.164438561,3.869536157,0.295069935,0.625146689
WBGene00015810,,C16A3.5,Live,protein_coding_gene,0.094507999,8.236264935,0.295211334,0.625353753
WBGene00008961,,F19H6.6,Live,protein_coding_gene,-0.246634719,2.190117217,0.295310745,0.625471827
WBGene00012696,reps-1,Y39B6A.38,Live,protein_coding_gene,-0.153791898,3.635375144,0.295413533,0.625597017
WBGene00012220,,W03C9.2,Live,protein_coding_gene,0.323609191,0.826858,0.295594987,0.625888736
WBGene00013095,ing-3,Y51H1A.4,Live,protein_coding_gene,-0.09222386,5.108563621,0.295694781,0.626007488
WBGene00014224,mrps-23,ZK1098.7,Live,protein_coding_gene,0.150841199,3.537074821,0.295771562,0.626077491
WBGene00012170,,W01B6.3,Live,protein_coding_gene,0.404784721,0.111341079,0.296053022,0.626488089
WBGene00022046,,Y66H1A.4,Live,protein_coding_gene,0.110077596,7.43306811,0.296043271,0.626488089
WBGene00004947,sos-1,T28F12.3,Live,protein_coding_gene,0.091569757,5.818402288,0.296267456,0.626571545
WBGene00009983,cut-2,F53F1.5,Live,protein_coding_gene,-0.740648606,9.399397141,0.296259298,0.626571545
WBGene00011806,ekl-6,T16G12.5,Live,protein_coding_gene,-0.116555549,5.006201509,0.296209004,0.626571545
WBGene00012915,lgc-35,Y46G5A.26,Live,protein_coding_gene,0.205855352,2.13261433,0.296229735,0.626571545
WBGene00007537,fipr-8,C12D8.6,Live,protein_coding_gene,-0.330211963,0.636376342,0.296593872,0.627067975
WBGene00008089,,C44C10.9,Live,protein_coding_gene,0.100872298,5.567320708,0.296566128,0.627067975
WBGene00021367,,Y37E11AM.3,Live,protein_coding_gene,-0.146366037,4.423117568,0.296633538,0.627067975
WBGene00001980,hmr-1,W02B9.1,Live,protein_coding_gene,0.119884496,7.764973906,0.296748207,0.6272178
WBGene00019719,,M01H9.3,Live,protein_coding_gene,-0.132710836,8.540002869,0.296814316,0.627264959
WBGene00001008,dlk-1,F33E2.2,Live,protein_coding_gene,0.089365542,7.244278907,0.297103661,0.627605601
WBGene00004504,rpt-4,F23F1.8,Live,protein_coding_gene,-0.093951095,6.913438415,0.297106966,0.627605601
WBGene00007087,,B0001.2,Live,protein_coding_gene,0.146631446,3.679216138,0.297020211,0.627605601
WBGene00000637,col-61,C01H6.1,Live,protein_coding_gene,0.474974599,1.403274363,0.297327954,0.627838267
WBGene00005012,,F26F4.2,Live,protein_coding_gene,0.262909567,1.401302292,0.297423058,0.627838267
WBGene00020110,hsp-75,R151.7,Live,protein_coding_gene,0.11075002,6.093186404,0.297356039,0.627838267
WBGene00020153,nhr-212,T01G6.6,Live,protein_coding_gene,0.113056615,4.094473027,0.297436297,0.627838267
WBGene00022852,,ZK1127.5,Live,protein_coding_gene,0.114351593,5.169067079,0.297321531,0.627838267
WBGene00005149,sre-1,B0495.1,Live,protein_coding_gene,0.261743159,1.129037249,0.29787768,0.62839949
WBGene00006697,uaf-1,Y92C3B.2,Live,protein_coding_gene,0.105562897,7.542468785,0.297805916,0.62839949
WBGene00008456,eral-1,E02H1.2,Live,protein_coding_gene,-0.133979958,3.901856832,0.297876257,0.62839949
WBGene00138724,,F15B9.11,Live,protein_coding_gene,-0.315045426,0.649518832,0.297795348,0.62839949
WBGene00011143,rpap-2,R08D7.2,Live,protein_coding_gene,-0.11818657,3.908465352,0.29796247,0.628485786
WBGene00011631,,T08G11.4,Live,protein_coding_gene,-0.13174032,5.72475349,0.298014326,0.628502603
WBGene00006061,stl-1,F30A10.5,Live,protein_coding_gene,-0.106257134,5.062981112,0.29809921,0.628589058
WBGene00010041,,F54C9.3,Live,protein_coding_gene,-0.137925039,6.134244072,0.298282219,0.628789807
WBGene00018492,hpo-26,F46E10.11,Live,protein_coding_gene,-0.268133959,2.362319275,0.298246497,0.628789807
WBGene00000419,ced-5,C02F4.1,Live,protein_coding_gene,-0.095225041,6.4263831,0.298333434,0.628805216
WBGene00015113,,B0281.6,Live,protein_coding_gene,0.303448203,0.633806767,0.298615546,0.629214631
WBGene00022168,,Y71H2AM.3,Live,protein_coding_gene,0.122677418,5.287514671,0.298594233,0.629214631
WBGene00003637,nhr-47,C24G6.4,Live,protein_coding_gene,-0.123070102,4.770626228,0.298699575,0.629299106
WBGene00017269,,F08F8.4,Live,protein_coding_gene,-0.231404645,2.094407814,0.298804222,0.629426985
WBGene00000226,atl-1,T06E4.3,Live,protein_coding_gene,-0.091703177,6.775339806,0.298979169,0.629702675
WBGene00007877,nfki-1,C33A11.1,Live,protein_coding_gene,-0.09530145,7.040629573,0.299023034,0.629702675
WBGene00012820,,Y43F8B.10,Live,protein_coding_gene,0.387986205,-0.130462621,0.299277848,0.630098457
WBGene00194747,,H05C05.4,Live,protein_coding_gene,-0.170420099,2.172917127,0.299298967,0.630098457
WBGene00004472,rps-3,C23G10.3,Live,protein_coding_gene,0.103248907,10.75238369,0.299394874,0.630207729
WBGene00000034,abu-11,T01D1.6,Live,protein_coding_gene,-0.988987821,3.590396665,0.299654065,0.630380238
WBGene00009291,clec-264,F31D4.4,Live,protein_coding_gene,-0.18644156,3.494886243,0.299545059,0.630380238
WBGene00013876,ceh-74,ZC376.4,Live,protein_coding_gene,-0.223370532,2.216102196,0.299680543,0.630380238
WBGene00015948,,C18A11.2,Live,protein_coding_gene,0.208432199,3.14955983,0.299696903,0.630380238
WBGene00016781,,C49G7.3,Live,protein_coding_gene,0.135147265,8.846395142,0.29960289,0.630380238
WBGene00001740,gro-1,ZC395.6,Live,protein_coding_gene,0.138195034,3.314492586,0.299779415,0.630461201
WBGene00000523,clc-2,C01C10.1,Live,protein_coding_gene,0.201398681,2.487264621,0.299937131,0.630700278
WBGene00006614,trp-1,ZC21.2,Live,protein_coding_gene,0.119759744,5.11744223,0.300075907,0.630812805
WBGene00012642,,Y39A1A.2,Live,protein_coding_gene,-0.478482083,0.01228766,0.300078735,0.630812805
WBGene00006960,xbx-1,F02D8.3,Live,protein_coding_gene,0.250457497,1.296322086,0.300255122,0.631090968
WBGene00044445,,C02F5.14,Live,protein_coding_gene,-0.339817825,2.104763078,0.300407206,0.631317976
WBGene00002177,jkk-1,F35C8.3,Live,protein_coding_gene,-0.175260244,2.748344379,0.300691634,0.631643838
WBGene00004822,skr-16,C42D4.6,Live,protein_coding_gene,0.115819786,4.160338877,0.300734501,0.631643838
WBGene00015649,,C09F5.3,Live,protein_coding_gene,-0.314286657,0.553036161,0.300738677,0.631643838
WBGene00022691,math-50,ZK250.8,Live,protein_coding_gene,0.272630628,0.847281884,0.300646549,0.631643838
WBGene00001435,fkh-3,C29F7.4,Live,protein_coding_gene,-0.701773839,-0.173320891,0.301048323,0.632008427
WBGene00001618,glr-7,C43H6.9,Live,protein_coding_gene,0.240169841,1.847790046,0.301121667,0.632008427
WBGene00001743,grp-1,K06H7.4,Live,protein_coding_gene,-0.171586414,5.150807154,0.301132908,0.632008427
WBGene00022532,,ZC155.4,Live,protein_coding_gene,-0.200441183,2.240553474,0.301061404,0.632008427
WBGene00077520,,C37A5.11,Live,protein_coding_gene,0.405568455,0.83537157,0.300995603,0.632008427
WBGene00012452,,Y17D7B.4,Live,protein_coding_gene,0.135204248,4.464828465,0.301207846,0.63207308
WBGene00017647,,F20H11.4,Live,protein_coding_gene,0.419840385,-0.025936976,0.301514734,0.632439077
WBGene00021738,,Y50D4A.4,Live,protein_coding_gene,0.154033684,3.418521574,0.301502566,0.632439077
WBGene00021892,,Y54G2A.28,Live,protein_coding_gene,-0.447996589,-0.110821553,0.301476477,0.632439077
WBGene00018760,irg-3,F53E10.4,Live,protein_coding_gene,0.253681652,2.668866474,0.301560507,0.632442463
WBGene00020803,,T25E4.1,Live,protein_coding_gene,-0.927601157,3.708760799,0.301609429,0.632452452
WBGene00077585,,T01G5.8,Live,protein_coding_gene,0.430410676,-0.099494199,0.301698409,0.632546423
WBGene00005665,sru-2,C33A12.13,Live,protein_coding_gene,-0.367570126,0.008232365,0.301745033,0.632551576
WBGene00002850,let-716,C16A3.3,Live,protein_coding_gene,0.122312188,7.891419041,0.30198333,0.632958473
WBGene00002244,laf-1,Y71H2AM.19,Live,protein_coding_gene,0.116490181,6.778059224,0.302120508,0.632964793
WBGene00007207,,B0564.7,Live,protein_coding_gene,0.116306078,4.760813605,0.302093476,0.632964793
WBGene00009203,aptf-3,F28C6.2,Live,protein_coding_gene,0.289280325,1.336987449,0.302158199,0.632964793
WBGene00012184,mnr-1,W01F3.1,Live,protein_coding_gene,-0.153612156,3.575000022,0.302163126,0.632964793
WBGene00000603,col-14,C46A5.3,Live,protein_coding_gene,-0.679902075,5.658975422,0.302377114,0.63330567
WBGene00013407,fld-1,Y63D3A.8,Live,protein_coding_gene,-0.1402122,3.997468019,0.302414291,0.63330567
WBGene00007811,,C29F7.2,Live,protein_coding_gene,0.156517036,5.674546706,0.302633859,0.633672826
WBGene00016697,cyp-33C2,C45H4.17,Live,protein_coding_gene,-0.402926619,0.923974352,0.302947344,0.634236495
WBGene00004790,sgn-1,F07H5.2,Live,protein_coding_gene,-0.138791209,3.722992378,0.303144077,0.634462877
WBGene00005081,srd-3,K10B4.5,Live,protein_coding_gene,0.238039307,1.303742568,0.303113988,0.634462877
WBGene00008002,nlp-48,C38C10.6,Live,protein_coding_gene,0.243083016,1.642341842,0.30321625,0.634521207
WBGene00017637,,F20D6.8,Live,protein_coding_gene,-0.192869522,2.630347073,0.303290394,0.63458364
WBGene00019277,sgcb-1,K01A2.1,Live,protein_coding_gene,0.161532614,3.385293869,0.30341069,0.634742608
WBGene00008480,eif-2A,E04D5.1,Live,protein_coding_gene,0.086307643,7.729319493,0.303624683,0.635004777
WBGene00011320,,T01C3.3,Live,protein_coding_gene,-0.347959464,0.217652057,0.303599716,0.635004777
WBGene00005418,srh-208,C43D7.6,Live,protein_coding_gene,0.424566498,-0.035082758,0.303722804,0.635117243
WBGene00044617,bus-1,R03H4.6,Live,protein_coding_gene,-0.334308282,1.318860324,0.303825337,0.635238901
WBGene00020392,knl-3,T10B5.6,Live,protein_coding_gene,0.126265334,4.180259057,0.303897064,0.635296125
WBGene00219322,,C33C12.12,Live,protein_coding_gene,0.312916229,0.780985688,0.304016694,0.635453458
WBGene00004490,rps-21,F37C12.11,Live,protein_coding_gene,0.130360365,9.108094443,0.304192487,0.635558268
WBGene00008166,saps-1,C47G2.5,Live,protein_coding_gene,-0.091832891,6.428092232,0.304244343,0.635558268
WBGene00012496,,Y24F12A.1,Live,protein_coding_gene,-0.117629171,4.177166533,0.30420856,0.635558268
WBGene00019162,eif-1.A,H06H21.3,Live,protein_coding_gene,-0.090213106,8.240831261,0.304212273,0.635558268
WBGene00003953,pbs-7,F39H11.5,Live,protein_coding_gene,-0.104689536,6.089631116,0.304518844,0.635906978
WBGene00009739,,F45H10.2,Live,protein_coding_gene,0.12957066,5.540249275,0.304588875,0.635906978
WBGene00011372,npr-26,T02D1.6,Live,protein_coding_gene,-0.144991289,3.809982924,0.304514324,0.635906978
WBGene00044074,mltn-5,W02B8.6,Live,protein_coding_gene,0.77902509,-0.166267442,0.304552616,0.635906978
WBGene00001995,hpl-1,K08H2.6,Live,protein_coding_gene,0.171504782,2.655363932,0.304747596,0.636052911
WBGene00019246,rpb-5,H27M09.2,Live,protein_coding_gene,-0.091388977,5.558742491,0.30474485,0.636052911
WBGene00003220,mes-2,R06A4.7,Live,protein_coding_gene,-0.112444717,4.62636952,0.30488328,0.636128557
WBGene00007212,,BE10.4,Live,protein_coding_gene,-0.283426655,0.650185333,0.304917089,0.636128557
WBGene00011891,del-6,T21C9.3,Live,protein_coding_gene,-0.18825997,6.994670885,0.304837447,0.636128557
WBGene00000001,aap-1,Y110A7A.10,Live,protein_coding_gene,-0.190765937,2.79732776,0.305181528,0.636181596
WBGene00000866,cyb-2.1,Y43E12A.1,Live,protein_coding_gene,-0.329141486,1.485154608,0.305160487,0.636181596
WBGene00008604,,F09B9.5,Live,protein_coding_gene,-0.335062241,0.767956787,0.305157518,0.636181596
WBGene00017814,,F26A10.2,Live,protein_coding_gene,-0.278075292,5.981030165,0.305116213,0.636181596
WBGene00018965,,F56D2.3,Live,protein_coding_gene,-0.585135644,5.519619805,0.305209031,0.636181596
WBGene00020234,,T05A12.3,Live,protein_coding_gene,-0.105295677,5.79645593,0.30516668,0.636181596
WBGene00006534,tba-8,ZK899.4,Live,protein_coding_gene,0.446467493,2.808681724,0.305296451,0.636271212
WBGene00001589,gip-1,H04J21.3,Live,protein_coding_gene,0.104105165,4.801747874,0.305434321,0.636373341
WBGene00015984,,C18G1.6,Live,protein_coding_gene,-0.207195021,1.64907897,0.305429783,0.636373341
WBGene00000098,air-1,K07C11.2,Live,protein_coding_gene,0.138736199,4.341895399,0.305821466,0.636439267
WBGene00006016,srx-125,F32H5.6,Live,protein_coding_gene,-0.306553179,0.352965626,0.305818537,0.636439267
WBGene00009901,,F49E12.8,Live,protein_coding_gene,0.245038574,1.428078466,0.305791118,0.636439267
WBGene00015454,,C04G6.4,Live,protein_coding_gene,-0.103022946,4.904517916,0.305801545,0.636439267
WBGene00016785,,C49G7.7,Live,protein_coding_gene,-0.882575525,0.285983147,0.305623237,0.636439267
WBGene00018219,,F40A3.4,Live,protein_coding_gene,-0.217095395,2.068744746,0.305764363,0.636439267
WBGene00021751,,Y50D7A.1,Live,protein_coding_gene,0.141270332,4.013947421,0.305661533,0.636439267
WBGene00022857,,ZK1127.12,Live,protein_coding_gene,0.148415517,3.081492714,0.305561224,0.636439267
WBGene00020183,,T03D3.5,Live,protein_coding_gene,-0.20548967,3.110512113,0.305875753,0.636459762
WBGene00003370,mlc-2,C36E6.5,Live,protein_coding_gene,-0.105440544,10.68855862,0.306021879,0.6364864
WBGene00003514,myo-2,T18D3.4,Live,protein_coding_gene,0.158244462,11.62077438,0.30600596,0.6364864
WBGene00012353,,W09C5.7,Live,protein_coding_gene,-0.089047431,5.989036879,0.305939481,0.6364864
WBGene00003081,lsm-7,ZK593.7,Live,protein_coding_gene,-0.182590849,2.883474069,0.306277935,0.636833998
WBGene00017421,cutl-29,F13B9.6,Live,protein_coding_gene,0.261718265,1.463103044,0.306241357,0.636833998
WBGene00006433,sdhb-1,F42A8.2,Live,protein_coding_gene,0.094502078,7.557983688,0.306495392,0.637143193
WBGene00008213,,C49F8.1,Live,protein_coding_gene,-0.156149364,3.346734357,0.306515612,0.637143193
WBGene00004056,pmk-2,F42G8.3,Live,protein_coding_gene,0.100840734,4.928374436,0.306615089,0.637257481
WBGene00000071,acy-4,T01C2.1,Live,protein_coding_gene,0.14453693,4.032957756,0.306876805,0.637477821
WBGene00001135,eat-4,ZK512.6,Live,protein_coding_gene,0.115335053,5.196718103,0.307061351,0.637477821
WBGene00001175,egl-6,C46F4.1,Live,protein_coding_gene,-0.218068336,2.299531517,0.306952216,0.637477821
WBGene00007548,,C13C4.4,Live,protein_coding_gene,0.166559838,2.91738974,0.307071306,0.637477821
WBGene00017044,mrpl-18,D2007.4,Live,protein_coding_gene,-0.130936427,4.249550353,0.307010348,0.637477821
WBGene00017711,,F22E5.13,Live,protein_coding_gene,0.173588982,3.487822416,0.306885638,0.637477821
WBGene00019715,,M01G5.1,Live,protein_coding_gene,-0.166056669,4.726917619,0.307121698,0.637477821
WBGene00021544,,Y43B11AR.3,Live,protein_coding_gene,0.121749723,4.345272395,0.307106511,0.637477821
WBGene00022274,,Y73E7A.8,Live,protein_coding_gene,-0.403863632,4.264986754,0.30696937,0.637477821
WBGene00011198,,R10E4.1,Live,protein_coding_gene,-0.101268937,6.03428142,0.307301352,0.637672341
WBGene00021545,,Y43H11AL.1,Live,protein_coding_gene,0.095309076,4.992095279,0.307348986,0.637672341
WBGene00022601,,ZC404.1,Live,protein_coding_gene,-0.153638277,3.185135281,0.307312902,0.637672341
WBGene00006055,ssr-2,C14A11.7,Live,protein_coding_gene,-0.155602356,3.403844497,0.30758762,0.638075013
WBGene00012109,,T28A8.3,Live,protein_coding_gene,0.225092201,2.019332195,0.307913591,0.638473788
WBGene00016790,,C49H3.3,Live,protein_coding_gene,-0.143966132,4.191721291,0.307828021,0.638473788
WBGene00086569,,F38A6.5,Live,protein_coding_gene,-0.206917444,2.002070382,0.307885511,0.638473788
WBGene00010458,mrpl-10,K01C8.6,Live,protein_coding_gene,-0.115485078,4.800759521,0.308116711,0.638700162
WBGene00018587,,F48B9.1,Live,protein_coding_gene,0.189587452,3.06888945,0.308156551,0.638700162
WBGene00022508,,ZC53.1,Live,protein_coding_gene,-0.326298012,0.485657926,0.308068083,0.638700162
WBGene00018133,,F37A4.3,Live,protein_coding_gene,-0.828599136,1.72981686,0.308217708,0.638734483
WBGene00000197,aars-2,F28H1.3,Live,protein_coding_gene,-0.202709364,7.999289826,0.308318294,0.638758081
WBGene00016888,,C52E12.1,Live,protein_coding_gene,-0.14467359,5.713510034,0.308288046,0.638758081
WBGene00077756,,Y11D7A.19,Live,protein_coding_gene,0.288231564,1.125641081,0.308602425,0.639254257
WBGene00004176,pqn-97,ZK488.10,Live,protein_coding_gene,-0.304426858,0.442636585,0.308684609,0.639332029
WBGene00022564,,ZC204.14,Live,protein_coding_gene,-0.309234389,0.825186775,0.308929497,0.639746712
WBGene00015488,,C05D11.13,Live,protein_coding_gene,-0.118216063,4.803899203,0.309026598,0.639830302
WBGene00019101,,F59B1.10,Live,protein_coding_gene,-0.423753969,0.693761113,0.309059212,0.639830302
WBGene00017827,,F26F4.5,Live,protein_coding_gene,-0.137662333,3.453369468,0.309196049,0.640021074
WBGene00000843,cup-2,F25D7.1,Live,protein_coding_gene,-0.106540178,5.642424531,0.3092881,0.640067931
WBGene00006566,tgt-1,ZK829.6,Live,protein_coding_gene,0.114930556,4.749737239,0.309308068,0.640067931
WBGene00011872,blos-1,T20G5.10,Live,protein_coding_gene,0.188017092,2.145398358,0.309425928,0.640219321
WBGene00002005,hsp-1,F26D10.3,Live,protein_coding_gene,0.114082095,10.94499939,0.309521167,0.640231391
WBGene00006830,unc-103,C30D11.1,Live,protein_coding_gene,0.109533156,6.375323597,0.309497053,0.640231391
WBGene00018917,irld-35,F56A4.9,Live,protein_coding_gene,0.46921079,1.90477758,0.30964833,0.640401932
WBGene00005147,srd-70,F48F5.4,Live,protein_coding_gene,0.191617392,1.755399403,0.309752053,0.640523953
WBGene00019352,,K03A1.4,Live,protein_coding_gene,0.204118602,2.138771826,0.309854521,0.640643344
WBGene00001248,elp-1,F38A6.2,Live,protein_coding_gene,0.10988671,4.392151866,0.309991265,0.640685091
WBGene00011349,,T01H3.3,Live,protein_coding_gene,-0.099327161,5.545897919,0.310008915,0.640685091
WBGene00016094,,C25E10.4,Live,protein_coding_gene,0.188931141,2.334680694,0.309956579,0.640685091
WBGene00010466,,K01D12.7,Live,protein_coding_gene,-1.439377036,-0.501546532,0.310357816,0.641313612
WBGene00011145,,R08D7.5,Live,protein_coding_gene,-0.12822365,3.520264645,0.310440086,0.641391071
WBGene00018241,,F40G9.5,Live,protein_coding_gene,-0.203958821,2.026615292,0.310516793,0.641457018
WBGene00010892,dhhc-6,M18.8,Live,protein_coding_gene,-0.108717324,4.980201818,0.310690653,0.641723613
WBGene00020451,fbxa-11,T12B5.4,Live,protein_coding_gene,-0.166116038,3.261574172,0.310886972,0.642036512
WBGene00003720,nhr-130,T01G6.8,Live,protein_coding_gene,-0.140527317,4.062183672,0.311098998,0.642335729
WBGene00010243,,F58D5.3,Live,protein_coding_gene,0.328969795,0.824396978,0.311121558,0.642335729
WBGene00001515,gap-1,T24C12.2,Live,protein_coding_gene,0.123596645,4.877221227,0.311248656,0.642505513
WBGene00019097,,F59B1.2,Live,protein_coding_gene,0.104305488,5.461392287,0.311399233,0.642723708
WBGene00018989,,F56F11.2,Live,protein_coding_gene,-0.149379739,3.375954707,0.311542709,0.642927187
WBGene00011928,cutl-12,T22C8.7,Live,protein_coding_gene,-0.331569727,1.239860082,0.31180837,0.643382721
WBGene00001747,gsp-1,F29F11.6,Live,protein_coding_gene,-0.079020878,7.790783049,0.312005275,0.64351088
WBGene00004469,rps-0,B0393.1,Live,protein_coding_gene,0.1089659,11.68859724,0.31192703,0.64351088
WBGene00008910,,F17C8.3,Live,protein_coding_gene,0.129152832,4.54810955,0.312003219,0.64351088
WBGene00003598,nhl-2,F26F4.7,Live,protein_coding_gene,0.113023242,8.581840079,0.312141357,0.643698851
WBGene00001118,dyf-2,ZK520.3,Live,protein_coding_gene,0.10167724,4.776459086,0.312406535,0.643778127
WBGene00004765,sel-8,C32A3.1,Live,protein_coding_gene,0.119800794,4.842450145,0.312410419,0.643778127
WBGene00008102,,C44H9.7,Live,protein_coding_gene,0.190597521,2.068936342,0.312351924,0.643778127
WBGene00012185,,W01F3.2,Live,protein_coding_gene,-0.131964184,4.014539955,0.312397718,0.643778127
WBGene00012359,,W09D10.1,Live,protein_coding_gene,-0.088791875,5.990846415,0.312226266,0.643778127
WBGene00012548,,Y37D8A.6,Live,protein_coding_gene,0.131424289,3.562782962,0.312538511,0.643778127
WBGene00016812,,C50D2.9,Live,protein_coding_gene,-0.139836782,3.486873056,0.312477465,0.643778127
WBGene00020321,,T07F12.1,Live,protein_coding_gene,-0.134183788,4.028700743,0.312539402,0.643778127
WBGene00010064,,F54F7.2,Live,protein_coding_gene,0.231581867,1.68249421,0.312632355,0.643876991
WBGene00020276,,T05H4.15,Live,protein_coding_gene,-0.129152478,3.638775208,0.31269552,0.643914484
WBGene00007704,mdt-21,C24H11.9,Live,protein_coding_gene,-0.172545961,3.224243063,0.312759754,0.643954168
WBGene00008591,,F08H9.3,Live,protein_coding_gene,0.261566221,2.124626391,0.312889223,0.644035563
WBGene00021378,,Y37E11B.6,Live,protein_coding_gene,-0.206385478,1.855262213,0.312866754,0.644035563
WBGene00006670,twk-16,F52E4.4,Live,protein_coding_gene,-0.323902731,1.260192659,0.313015401,0.64411014
WBGene00011560,,T07C4.3,Live,protein_coding_gene,0.122388668,4.957102001,0.313008369,0.64411014
